donor,country_code_WB,region,project_size_USD_calculated,startyear,completion_year,evalyear,eval_lag,project_duration,external_evaluator,success,Grouped Category
GiZ,MNG,East Asia & Pacific,7442400,1998,2007,2007,214,3073,external,0,Agriculture and Environment
GiZ,MNG,East Asia & Pacific,2426400,2005,2009,2009,0,1642,external,0,Social Services and Welfare
GiZ,MAR,Middle East & North Africa,2454000,1999,2005,2012,2467,2131,external,1,Health
GiZ,MAR,Middle East & North Africa,15600000,1999,2010,2007,-1096,4048,external,1,Agriculture and Environment
GiZ,MAR,Middle East & North Africa,9458400,1996,2011,2012,334,5510,external,0,Health
GiZ,MOZ,Sub-Saharan Africa,19200000,1992,2012,2010,-1065,7640,external,0,Social Services and Welfare
GiZ,NAM,Sub-Saharan Africa,10200000,2005,2009,2010,396,1491,external,1,Social Services and Welfare
GiZ,NPL,South Asia,7065600,1998,2007,2007,-91,3317,external,1,Social Services and Welfare
GiZ,NPL,South Asia,9600000,2000,2009,2008,-578,3440,external,1,Infrastructure and Basic Services
GiZ,NPL,South Asia,9000000,2007,2013,2011,-882,2100,external,1,Emergency and Humanitarian Aid
GiZ,NIC,Latin America & Caribbean,6960000,2005,2014,2006,-2922,3621,external,1,Agriculture and Environment
GiZ,NER,Sub-Saharan Africa,6768000,1995,2003,2008,1766,2983,external,0,Infrastructure and Basic Services
GiZ,PAK,South Asia,4239600,2005,2011,2008,-1217,2160,external,1,Infrastructure and Basic Services
GiZ,PER,Latin America & Caribbean,5706000,1997,2003,2007,1491,2161,external,0,Agriculture and Environment
GiZ,PER,Latin America & Caribbean,87000000,2002,2014,2009,-2070,4717,external,1,Infrastructure and Basic Services
GiZ,PHL,East Asia & Pacific,8712000,1994,2003,2006,1126,3257,external,0,Agriculture and Environment
GiZ,PHL,East Asia & Pacific,36996000,1996,2007,2010,1127,4018,external,0,Education
GiZ,PHL,East Asia & Pacific,15600000,2005,2015,2008,-2556,3622,external,1,Government and Civil Society
GiZ,RWA,Sub-Saharan Africa,2919600,2001,2006,2006,61,1887,external,0,Agriculture and Environment
GiZ,RWA,Sub-Saharan Africa,2439600,2004,2007,2011,1186,1430,external,1,Emergency and Humanitarian Aid
GiZ,RWA,Sub-Saharan Africa,15840000,2007,2014,2009,-2070,2618,external,1,Government and Civil Society
GiZ,ZAF,Sub-Saharan Africa,4653600,1992,2004,2009,1796,4718,external,0,Social Services and Welfare
GiZ,ZAF,Sub-Saharan Africa,5304000,1998,2008,2008,-121,3622,external,1,Infrastructure and Basic Services
GiZ,ZAF,Sub-Saharan Africa,12000000,2002,2011,2009,-1064,3621,external,1,Infrastructure and Basic Services
GiZ,ZAF,Sub-Saharan Africa,34800000,2004,2013,2008,-1523,3259,external,1,Government and Civil Society
GiZ,ZAF,Sub-Saharan Africa,6360000,2002,2013,2008,-1827,3745,external,1,Social Services and Welfare
GiZ,SLV,Latin America & Caribbean,2400000,2000,2006,2011,2129,2041,external,1,Social Services and Welfare
GiZ,SLV,Latin America & Caribbean,16800000,2002,2008,2007,-91,2161,external,0,Social Services and Welfare
GiZ,SLV,Latin America & Caribbean,7495200,1995,2009,2008,-456,5267,external,1,Government and Civil Society
GiZ,SEN,Sub-Saharan Africa,14724000,1999,2006,2012,2101,2466,external,1,Health
GiZ,SEN,Sub-Saharan Africa,18240000,2003,2015,2008,-2678,4352,external,1,Agriculture and Environment
GiZ,SEN,Sub-Saharan Africa,32400000,2004,2015,2011,-1614,4352,external,1,Government and Civil Society
GiZ,SLE,Sub-Saharan Africa,6847200,2000,2005,2011,2311,1492,external,1,Emergency and Humanitarian Aid
GiZ,SLE,Sub-Saharan Africa,20640000,1996,2013,2010,-821,6269,external,1,Education
GiZ,SRB,Europe & Central Asia,10200000,2003,2010,2007,-1187,2648,external,1,Agriculture and Environment
GiZ,SRB,Europe & Central Asia,4140000,2006,2011,2009,-881,1977,external,1,Government and Civil Society
GiZ,LKA,South Asia,7071600,2005,2012,2011,-578,2527,external,0,Education
GiZ,TJK,Europe & Central Asia,7200000,2006,2011,2009,-487,1826,external,1,Social Services and Welfare
GiZ,TJK,Europe & Central Asia,7200000,2004,2012,2009,-1187,3257,external,1,Social Services and Welfare
GiZ,TZA,Sub-Saharan Africa,7800000,1991,2002,2007,2009,3865,external,0,Agriculture and Environment
GiZ,THA,East Asia & Pacific,7681200,1993,2002,2009,2588,3073,external,0,Infrastructure and Basic Services
GiZ,THA,East Asia & Pacific,6000000,1997,2003,2008,1552,2525,external,0,Agriculture and Environment
GiZ,THA,East Asia & Pacific,3840000,1992,2004,2010,2220,4414,external,1,Social Services and Welfare
GiZ,TGO,Sub-Saharan Africa,14400000,1994,2007,2012,1552,4778,external,1,Health
GiZ,TUR,Europe & Central Asia,1413600,2002,2005,2008,822,1065,external,0,Infrastructure and Basic Services
GiZ,TUR,Europe & Central Asia,2016000,2002,2006,2009,943,1491,external,0,Infrastructure and Basic Services
GiZ,UGA,Sub-Saharan Africa,7365600,1999,2008,2007,-182,3257,external,1,Infrastructure and Basic Services
GiZ,UKR,Europe & Central Asia,2400000,2004,2009,2009,-122,1887,external,1,Social Services and Welfare
GiZ,USA,North America,1800000,2003,2006,2007,153,1065,external,1,Government and Civil Society
GiZ,UZB,Europe & Central Asia,15562800,2003,2010,2011,304,2588,external,1,Education
GiZ,YEM,Middle East & North Africa,48000000,2006,2015,2008,-2434,3257,external,1,Infrastructure and Basic Services
GiZ,ZMB,Sub-Saharan Africa,20400000,2004,2012,2008,-1522,3257,external,1,Infrastructure and Basic Services
IFAD,ALB,Europe & Central Asia,13667000,2001,2007,2008,1,2263,independent eval office,0,Agriculture and Environment
IFAD,ALB,Europe & Central Asia,8000000,2007,2013,2015,2,2237,independent eval office,0,Multisector and Unallocated
IFAD,ARG,Latin America & Caribbean,16500000,1998,2007,2009,2,3180,independent eval office,0,Multisector and Unallocated
IFAD,ARG,Latin America & Caribbean,17500000,2003,2011,2014,3,3224,independent eval office,0,Multisector and Unallocated
IFAD,ARG,Latin America & Caribbean,20000000,2007,2014,2017,3,2394,independent eval office,0,Multisector and Unallocated
IFAD,ARM,Europe & Central Asia,15300000,2005,2009,2012,3,1534,independent eval office,1,Multisector and Unallocated
IFAD,ARM,Europe & Central Asia,12280000,2008,2013,2016,3,1882,independent eval office,0,Multisector and Unallocated
IFAD,AZE,Europe & Central Asia,9000000,2001,2008,2011,3,2648,independent eval office,0,Agriculture and Environment
IFAD,AZE,Europe & Central Asia,12600000,2006,2011,2013,2,1906,independent eval office,0,Agriculture and Environment
IFAD,AZE,Europe & Central Asia,17200001,2009,2014,2017,3,2178,independent eval office,0,Agriculture and Environment
IFAD,BEN,Sub-Saharan Africa,12000000,1997,2004,2004,0,2850,independent eval office,0,Multisector and Unallocated
IFAD,BEN,Sub-Saharan Africa,13100000,2001,2008,2010,2,2626,independent eval office,0,Agriculture and Environment
IFAD,BEN,Sub-Saharan Africa,10000000,2003,2011,2013,2,3053,independent eval office,0,Agriculture and Environment
IFAD,BEN,Sub-Saharan Africa,10000000,2007,2012,2017,5,1849,independent eval office,0,Multisector and Unallocated
IFAD,BFA,Sub-Saharan Africa,26200001,1988,2003,2004,1,5296,independent eval office,1,Agriculture and Environment
IFAD,BFA,Sub-Saharan Africa,11440000,2002,2007,2008,1,1870,independent eval office,0,Multisector and Unallocated
IFAD,BFA,Sub-Saharan Africa,9399999,2000,2008,2011,3,2908,independent eval office,0,Multisector and Unallocated
IFAD,BFA,Sub-Saharan Africa,12100000,2004,2012,2014,2,2808,independent eval office,1,Agriculture and Environment
IFAD,BFA,Sub-Saharan Africa,11000000,2008,2014,2017,3,2240,independent eval office,0,Agriculture and Environment
IFAD,BFA,Sub-Saharan Africa,16030000,2006,2014,2015,1,2859,independent eval office,1,Agriculture and Environment
IFAD,BTN,South Asia,13900000,2006,2012,2014,2,2208,independent eval office,1,Multisector and Unallocated
IFAD,BLZ,Latin America & Caribbean,2293000,1999,2005,2008,3,2376,independent eval office,0,Agriculture and Environment
IFAD,BGD,South Asia,8899999,1994,2000,2006,6,2368,independent eval office,0,Agriculture and Environment
IFAD,BGD,South Asia,14900000,1995,2001,2006,5,2260,independent eval office,1,Social Services and Welfare
IFAD,BGD,South Asia,10400000,1996,2002,2006,4,2211,independent eval office,1,Agriculture and Environment
IFAD,BGD,South Asia,18900000,1997,2004,2006,2,2400,independent eval office,1,Agriculture and Environment
IFAD,BGD,South Asia,11700000,1998,2004,2006,2,2375,independent eval office,1,Multisector and Unallocated
IFAD,BGD,South Asia,20000000,1998,2006,2006,0,2761,independent eval office,1,Multisector and Unallocated
IFAD,BGD,South Asia,18600000,2000,2007,2006,-1,2661,independent eval office,1,Multisector and Unallocated
IFAD,BGD,South Asia,20059999,2005,2011,2015,4,2192,independent eval office,1,Social Services and Welfare
IFAD,BGD,South Asia,24950001,2007,2013,2015,2,2420,independent eval office,1,Multisector and Unallocated
IFAD,BGD,South Asia,35000000,2008,2014,2017,3,2274,independent eval office,0,Multisector and Unallocated
IFAD,BGD,South Asia,22000000,2003,2014,2017,3,4094,independent eval office,1,Agriculture and Environment
IFAD,BGD,South Asia,19549999,2008,2014,2017,3,2472,independent eval office,0,Agriculture and Environment
IFAD,BOL,Latin America & Caribbean,8100000,1998,2007,2014,7,3532,independent eval office,0,Multisector and Unallocated
IFAD,BOL,Latin America & Caribbean,12000000,2003,2010,2013,3,2596,independent eval office,0,Multisector and Unallocated
IFAD,BIH,Europe & Central Asia,12600000,2007,2012,2016,4,1901,independent eval office,0,Social Services and Welfare
IFAD,BRA,Latin America & Caribbean,17941000,1995,2002,2007,5,2633,independent eval office,0,Multisector and Unallocated
IFAD,BRA,Latin America & Caribbean,20000000,1996,2005,2007,2,3284,independent eval office,0,Multisector and Unallocated
IFAD,BRA,Latin America & Caribbean,25000000,2000,2009,2016,7,3297,independent eval office,1,Social Services and Welfare
IFAD,BRA,Latin America & Caribbean,30500000,2006,2012,2015,3,2212,independent eval office,1,Multisector and Unallocated
IFAD,BDI,Sub-Saharan Africa,20000000,1999,2010,2012,2,3983,independent eval office,1,Multisector and Unallocated
IFAD,BDI,Sub-Saharan Africa,16370000,2005,2013,2016,3,2938,independent eval office,0,Multisector and Unallocated
IFAD,BDI,Sub-Saharan Africa,13900000,2008,2014,2017,3,2317,independent eval office,1,Agriculture and Environment
IFAD,KHM,East Asia & Pacific,9989999,2001,2009,2011,2,3199,independent eval office,0,Agriculture and Environment
IFAD,KHM,East Asia & Pacific,15500000,2004,2011,2013,2,2633,independent eval office,0,Multisector and Unallocated
IFAD,KHM,East Asia & Pacific,11990000,2007,2014,2016,2,2587,independent eval office,0,Multisector and Unallocated
IFAD,CMR,Sub-Saharan Africa,11800000,2003,2009,2011,2,2228,independent eval office,0,Multisector and Unallocated
IFAD,CMR,Sub-Saharan Africa,13400000,2004,2012,2016,4,2999,independent eval office,0,Multisector and Unallocated
IFAD,CPV,Sub-Saharan Africa,13500000,2000,2013,2016,3,4643,independent eval office,0,Multisector and Unallocated
IFAD,CIV,Sub-Saharan Africa,11200000,2001,2011,2013,2,3763,independent eval office,0,Multisector and Unallocated
IFAD,TCD,Sub-Saharan Africa,5800000,1994,2001,2003,2,2617,independent eval office,0,Multisector and Unallocated
IFAD,TCD,Sub-Saharan Africa,11700000,2001,2009,2011,2,2941,independent eval office,0,Multisector and Unallocated
IFAD,TCD,Sub-Saharan Africa,13000000,2005,2009,2011,2,1691,independent eval office,0,Multisector and Unallocated
IFAD,TCD,Sub-Saharan Africa,13200000,2006,2010,2013,3,1333,independent eval office,0,Multisector and Unallocated
IFAD,CHN,East Asia & Pacific,26500000,1997,2003,2006,3,2026,independent eval office,1,Agriculture and Environment
IFAD,CHN,East Asia & Pacific,28990000,2001,2007,2009,2,2238,independent eval office,1,Agriculture and Environment
IFAD,CHN,East Asia & Pacific,30400000,2002,2008,2010,2,2202,independent eval office,1,Agriculture and Environment
IFAD,CHN,East Asia & Pacific,14700000,2005,2010,2013,3,1660,independent eval office,1,Social Services and Welfare
IFAD,CHN,East Asia & Pacific,33840000,2005,2011,2016,5,2514,independent eval office,0,Agriculture and Environment
IFAD,CHN,East Asia & Pacific,29000000,2009,2012,2014,2,1096,independent eval office,1,Multisector and Unallocated
IFAD,CHN,East Asia & Pacific,29299999,2006,2012,2014,2,2231,independent eval office,1,Agriculture and Environment
IFAD,CHN,East Asia & Pacific,30000000,2008,2014,2014,0,2240,independent eval office,0,Agriculture and Environment
IFAD,CHN,East Asia & Pacific,25190001,2008,2014,2016,2,2253,independent eval office,1,Agriculture and Environment
IFAD,CHN,East Asia & Pacific,31900000,2009,2015,2014,-1,2233,independent eval office,0,Agriculture and Environment
IFAD,COL,Latin America & Caribbean,16000000,1997,2006,2007,1,3471,independent eval office,1,Social Services and Welfare
IFAD,COL,Latin America & Caribbean,20000000,2007,2013,2017,4,2378,independent eval office,0,Social Services and Welfare
IFAD,COM,Sub-Saharan Africa,4599999,2007,2014,2017,3,2411,independent eval office,0,Agriculture and Environment
IFAD,COG,Sub-Saharan Africa,11900000,2004,2011,2013,2,2621,independent eval office,0,Multisector and Unallocated
IFAD,COG,Sub-Saharan Africa,8399999,2006,2013,2017,4,2590,independent eval office,0,Multisector and Unallocated
IFAD,DOM,Latin America & Caribbean,12000000,2000,2007,2011,4,2826,independent eval office,0,Agriculture and Environment
IFAD,VNM,East Asia & Pacific,14440000,1997,2002,2005,3,2015,independent eval office,0,Agriculture and Environment
IFAD,VNM,East Asia & Pacific,12523000,1998,2003,2005,2,2074,independent eval office,0,Government and Civil Society
IFAD,VNM,East Asia & Pacific,15400000,1999,2005,2011,6,2205,independent eval office,1,Agriculture and Environment
IFAD,VNM,East Asia & Pacific,20900000,2002,2009,2011,2,2597,independent eval office,1,Multisector and Unallocated
IFAD,VNM,East Asia & Pacific,24100000,2005,2011,2015,4,2235,independent eval office,0,Agriculture and Environment
IFAD,VNM,East Asia & Pacific,26000000,2007,2012,2015,3,1900,independent eval office,1,Multisector and Unallocated
IFAD,ECU,Latin America & Caribbean,15000000,1998,2004,2012,8,2067,independent eval office,0,Multisector and Unallocated
IFAD,ECU,Latin America & Caribbean,14800000,2007,2014,2017,3,2470,independent eval office,0,Multisector and Unallocated
IFAD,EGY,Middle East & North Africa,18480000,2003,2014,2017,3,4100,independent eval office,0,Multisector and Unallocated
IFAD,ERI,Sub-Saharan Africa,12680000,1995,2006,2004,-2,4048,independent eval office,0,Agriculture and Environment
IFAD,ERI,Sub-Saharan Africa,10100000,2007,2013,2016,3,2274,independent eval office,0,Agriculture and Environment
IFAD,ETH,Sub-Saharan Africa,17450001,1994,2002,2007,5,2874,independent eval office,0,Multisector and Unallocated
IFAD,ETH,Sub-Saharan Africa,22570000,1999,2006,2005,-1,2880,independent eval office,0,Agriculture and Environment
IFAD,ETH,Sub-Saharan Africa,18158001,1999,2007,2008,1,2922,independent eval office,0,Multisector and Unallocated
IFAD,ETH,Sub-Saharan Africa,20000000,2004,2009,2011,2,1912,independent eval office,0,Multisector and Unallocated
IFAD,ETH,Sub-Saharan Africa,25690001,2003,2010,2010,0,2916,independent eval office,1,Social Services and Welfare
IFAD,ETH,Sub-Saharan Africa,27200001,2006,2013,2015,2,2871,independent eval office,0,Social Services and Welfare
IFAD,ETH,Sub-Saharan Africa,40000000,2008,2015,2016,1,2577,independent eval office,1,Agriculture and Environment
IFAD,ETH,Sub-Saharan Africa,28059999,2010,2015,2016,1,1904,independent eval office,1,Multisector and Unallocated
IFAD,GMB,Sub-Saharan Africa,9239999,1999,2006,2016,10,2543,independent eval office,0,Social Services and Welfare
IFAD,GMB,Sub-Saharan Africa,7079999,2006,2014,2016,2,2967,independent eval office,0,Agriculture and Environment
IFAD,GMB,Sub-Saharan Africa,6500000,2008,2014,2016,2,2267,independent eval office,0,Social Services and Welfare
IFAD,GMB,Sub-Saharan Africa,8000000,2010,2015,2016,1,2037,independent eval office,0,Agriculture and Environment
IFAD,GHA,Sub-Saharan Africa,10000000,1996,2004,2006,2,3024,independent eval office,0,Agriculture and Environment
IFAD,GHA,Sub-Saharan Africa,9000000,1999,2005,2004,-1,2267,independent eval office,0,Agriculture and Environment
IFAD,GHA,Sub-Saharan Africa,11595000,2000,2006,2006,0,2359,independent eval office,0,Agriculture and Environment
IFAD,GHA,Sub-Saharan Africa,11000000,2002,2008,2011,3,2344,independent eval office,0,Social Services and Welfare
IFAD,GHA,Sub-Saharan Africa,12300000,2004,2011,2014,3,2800,independent eval office,0,Multisector and Unallocated
IFAD,GHA,Sub-Saharan Africa,11240000,2003,2012,2015,3,3289,independent eval office,1,Multisector and Unallocated
IFAD,GHA,Sub-Saharan Africa,18959999,2006,2014,2011,-3,2975,independent eval office,0,Agriculture and Environment
IFAD,GNB,Sub-Saharan Africa,4699999,2008,2013,2015,2,1887,independent eval office,0,Multisector and Unallocated
IFAD,GEO,Europe & Central Asia,6570000,1997,2005,2007,2,2878,independent eval office,0,Agriculture and Environment
IFAD,GEO,Europe & Central Asia,8000000,2001,2011,2014,3,3678,independent eval office,0,Agriculture and Environment
IFAD,GEO,Europe & Central Asia,9199999,2006,2011,2014,3,2049,independent eval office,0,Social Services and Welfare
IFAD,GRD,Latin America & Caribbean,4199999,2002,2009,2012,3,2462,independent eval office,0,Multisector and Unallocated
IFAD,GTM,Latin America & Caribbean,15000000,2001,2011,2013,2,3676,independent eval office,0,Multisector and Unallocated
IFAD,GTM,Latin America & Caribbean,30000000,2006,2012,2014,2,2264,independent eval office,0,Multisector and Unallocated
IFAD,GIN,Sub-Saharan Africa,15200000,1996,2003,2004,1,2739,independent eval office,0,Multisector and Unallocated
IFAD,GIN,Sub-Saharan Africa,10014000,1998,2008,2006,-2,3806,independent eval office,0,Multisector and Unallocated
IFAD,GIN,Sub-Saharan Africa,14000000,2001,2010,2012,2,3329,independent eval office,0,Multisector and Unallocated
IFAD,HTI,Latin America & Caribbean,10600000,1996,2005,2003,-2,3522,independent eval office,0,Agriculture and Environment
IFAD,HTI,Latin America & Caribbean,15400000,2001,2010,2012,2,3312,independent eval office,0,Agriculture and Environment
IFAD,HND,Latin America & Caribbean,20000000,2001,2009,2012,3,2978,independent eval office,0,Multisector and Unallocated
IFAD,HND,Latin America & Caribbean,16500000,2000,2009,2012,3,3437,independent eval office,0,Multisector and Unallocated
IFAD,IND,South Asia,15000000,1995,2004,2010,6,3465,independent eval office,1,Multisector and Unallocated
IFAD,IND,South Asia,19200001,1999,2005,2010,5,2234,independent eval office,1,Multisector and Unallocated
IFAD,IND,South Asia,15000000,2002,2009,2010,1,2415,independent eval office,0,Agriculture and Environment
IFAD,IND,South Asia,22000000,2002,2009,2013,4,2647,independent eval office,1,Social Services and Welfare
IFAD,IND,South Asia,39919998,2004,2012,2015,3,3013,independent eval office,0,Social Services and Welfare
IFAD,IND,South Asia,23000000,2001,2012,2015,3,4027,independent eval office,0,Multisector and Unallocated
IFAD,IND,South Asia,30000000,2007,2014,2016,2,2497,independent eval office,0,Social Services and Welfare
IFAD,IND,South Asia,30170000,2009,2015,2017,2,1884,independent eval office,0,Social Services and Welfare
IFAD,IND,South Asia,35000000,2003,2015,2016,1,4277,independent eval office,1,Agriculture and Environment
IFAD,IND,South Asia,42900002,1999,2016,2010,-6,6429,independent eval office,1,Agriculture and Environment
IFAD,IDN,East Asia & Pacific,24900000,1998,2006,2013,7,3097,independent eval office,0,Social Services and Welfare
IFAD,IDN,East Asia & Pacific,23500000,2001,2009,2013,4,2981,independent eval office,0,Multisector and Unallocated
IFAD,IDN,East Asia & Pacific,21600000,2008,2014,2013,-1,2234,independent eval office,0,Multisector and Unallocated
IFAD,IDN,East Asia & Pacific,68500000,2009,2016,2013,-3,2571,independent eval office,0,Multisector and Unallocated
IFAD,JOR,Middle East & North Africa,12800000,1996,2003,2012,9,2545,independent eval office,0,Agriculture and Environment
IFAD,JOR,Middle East & North Africa,4000000,1998,2005,2012,7,2491,independent eval office,0,Agriculture and Environment
IFAD,JOR,Middle East & North Africa,10100000,2000,2008,2011,3,3010,independent eval office,0,Agriculture and Environment
IFAD,JOR,Middle East & North Africa,11800000,2005,2015,2012,-3,3892,independent eval office,0,Agriculture and Environment
IFAD,KEN,Sub-Saharan Africa,11000000,1994,2007,2011,4,4734,independent eval office,0,Agriculture and Environment
